"","date","Time.trap.pulled","Site","Sampler.s..names","Did.the.trap.fish.properly..Y.N.","Timer.start","Timer.end","X..Nights.Fished","Hours.Fished","Weather..S.PC.O.R.","Photo.taken..Y.N.","Notes","...13","Samples.processing","Subsample.","Metacarcinus.magistermegalopae","Metacarcinus.magisterinstar","...18","Cancer.productus","Metacarcinus.gracilis","Glebocarcinus.oregonensis","Lophopanopeus.bellus","Oregonia.gracilis","Hemigrapsus.sp.","Pugettia.sp.","Pinnixa.sp.","Fabia.sp.","...28","Surf.Smelt","Sand.Lance","Salmon","Gunnel","Sculpin","Flatfish","Pipefish","Amphipod","Isopod..Kelp","Isopod..Pill.Bug","Octopus","Polychaete","Shrimp","...42","Temperature..degrees.C.","Salinity..ppt.","Organization","totalCMagister","TotalDungenessCPUE","DungMegalopeCPUE","DungInstarCPUE"
"611",2019-06-24,"10:10:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"S","Yes",NA,NA,"Fresh","N",230,4,NA,40,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present","Present",NA,"Present","Present",NA,NA,NA,"SITC",234,14.625,14.375,0.25
"612",2019-06-25,"09:00:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","1",8,"S","Yes",NA,NA,"Fresh","N",66,0,NA,28,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present","Present",NA,"Present","Present",NA,NA,NA,"SITC",66,8.25,8.25,0
"613",2019-06-27,"09:15:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"R","Yes",NA,NA,"Fresh","N",83,3,NA,56,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,"Present",NA,"Present",NA,"Present",NA,"Present",NA,NA,NA,NA,"SITC",86,5.375,5.1875,0.1875
"614",2019-06-29,"09:10:00","ROS","Volunteer","Y","21:00:00","05:00:00","2",16,NA,NA,NA,NA,"Frozen","N",239,7,NA,4,0,13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",246,15.375,14.9375,0.4375
"615",2019-07-01,"10:30:00","ROS","Claire Cook Lindy Hunter","Y","21:00:00","05:00:00","2",16,"O",NA,NA,NA,"Fresh","N",353,25,NA,31,0,0,0,0,0,13,0,0,NA,NA,"Present",NA,"Present",NA,"Present",NA,NA,"Present","Present",NA,"Present",NA,NA,NA,NA,"SITC",378,23.625,22.0625,1.5625
"616",2019-07-02,"14:54:00","ROS","Julie Barber Claire Cook","Y","21:00:00","05:30:00","1",8.5,"O",NA,NA,NA,"Fresh","N",51,0,NA,5,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,"Present","Present",NA,NA,NA,"SITC",51,6,6,0
"617",2019-07-03,"09:23:00","ROS","Julie Barber Lindy Hunter","Y","21:00:00","05:30:00","1",8.5,"O","Yes",NA,NA,"Fresh","N",131,1,NA,51,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",132,15.5294117647059,15.4117647058824,0.117647058823529
"618",2019-07-05,"08:13:00","ROS","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",62,4,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",66,3.88235294117647,3.64705882352941,0.235294117647059
"619",2019-07-07,"09:10:00","ROS","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",71,4,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",75,4.41176470588235,4.17647058823529,0.235294117647059
"620",2019-07-09,"13:06:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",31,2,NA,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present","Present",NA,"Present",NA,NA,NA,NA,"SITC",33,1.94117647058824,1.82352941176471,0.117647058823529
"621",2019-07-11,"10:00:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"R","Yes",NA,NA,"Fresh","N",197,4,NA,1,0,14,0,0,0,26,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present","Present",NA,"Present","Present",NA,NA,NA,"SITC",201,11.8235294117647,11.5882352941176,0.235294117647059
"622",2019-07-13,"09:05:00","ROS","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",16,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",16,0.941176470588235,0.941176470588235,0
"623",2019-07-15,"11:15:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",60,6,NA,0,0,1,0,0,0,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,"Present","Present",NA,NA,NA,"SITC",66,3.88235294117647,3.52941176470588,0.352941176470588
"624",2019-07-17,"11:00:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",2,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",2,0.117647058823529,0.117647058823529,0
"625",2019-07-18,"08:50:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","1",8.5,"PC","Yes",NA,NA,"Fresh","N",51,0,NA,0,0,0,0,0,0,2,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,"Present","Present",NA,NA,NA,NA,"SITC",51,6,6,0
"626",2019-07-20,"09:05:00","ROS","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",16,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",16,0.941176470588235,0.941176470588235,0
"627",2019-07-22,"09:20:00","ROS","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"S","Yes",NA,NA,"Fresh","N",1,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",1,0.0588235294117647,0.0588235294117647,0
"628",2019-07-23,"09:30:00","ROS","Claire Cook Volunteer","Y","21:00:00","05:30:00","1",8.5,"S",NA,NA,NA,"Fresh","N",2,0,NA,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",2,0.235294117647059,0.235294117647059,0
"629",2019-07-25,"10:55:00","ROS","Claire Cook Lindy Hunter","Y","21:00:00","05:30:00","2",17,"S",NA,NA,NA,"Fresh","N",NA,1,NA,0,0,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",NA,NA,NA,0.0588235294117647
"630",2019-07-27,"08:05:00","ROS","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"631",2019-07-29,"10:00:00","ROS","Claire Cook Sarah Grossman","Y","21:00:00","05:30:00","2",17,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"632",2019-07-30,"12:40:00","ROS","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"633",2019-08-01,"10:30:00","ROS","Claire Cook","Y","20:30:00","06:00:00","1",9.5,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"634",2019-08-03,"09:05:00","ROS","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",12,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",12,0.631578947368421,0.631578947368421,0
"635",2019-08-05,"09:00:00","ROS","Sarah Grossman Claire Cook","N","20:30:00","06:00:00",NA,NA,"PC","Yes","Lighting unit failure",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",NA,NA,NA,NA
"636",2019-08-07,"09:35:00","ROS","Claire Cook","Y","20:30:00","06:00:00","2",19,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"637",2019-08-08,"10:00:00","ROS","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"638",2019-08-10,"08:05:00","ROS","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"639",2019-08-12,"09:30:00","ROS","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","2",19,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"640",2019-08-13,"12:45:00","ROS","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"641",2019-08-15,"10:00:00","ROS","Lindy Hunter","Y","20:30:00","06:00:00","2",19,"PC",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"642",2019-08-17,"08:05:00","ROS","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"643",2019-08-19,"10:45:00","ROS","Claire Cook","Y","20:30:00","06:00:00","2",19,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"644",2019-08-21,"11:15:00","ROS","Lindy Hunter","Y","20:00:00","06:30:00","1",10.5,"R",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"645",2019-08-22,"08:40:00","ROS","Sarah Grossman","Y","20:00:00","06:30:00","1",10.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"646",2019-08-24,"08:05:00","ROS","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"647",2019-08-26,"09:00:00","ROS","Claire Cook Volunteer","Y","20:00:00","06:30:00","2",21,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"648",2019-08-27,"11:50:00","ROS","Sarah Grossman Claire Cook","Y","20:00:00","06:30:00","1",10.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"649",2019-08-29,"11:15:00","ROS","Lindy Hunter","Y","20:00:00","06:30:00","2",21,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"650",2019-08-31,"09:10:00","ROS","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"651",2019-09-03,"08:40:00","ROS","Sarah Grossman","Y","20:00:00","06:30:00","2",21,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"652",2019-09-05,"09:40:00","ROS","Sarah Grossman","Y","20:00:00","06:30:00","2",21,"S","Yes",NA,NA,"Fresh","N",1,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"Present",NA,NA,NA,"SITC",1,0.0476190476190476,0.0476190476190476,0
"653",2019-09-07,"09:10:00","ROS","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"654",2019-09-09,"09:30:00","ROS","Sarah Grossman Claire Cook","Y","20:00:00","06:30:00","2",21,"R","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"655",2019-09-11,"09:00:00","ROS","Claire Cook","Y","20:00:00","06:30:00","2",21,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"656",2019-09-12,"07:40:00","ROS","Sarah Grossman","Y","20:00:00","06:30:00","2",21,"PC",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"657",2019-09-14,"09:05:00","ROS","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"658",2019-09-16,"08:40:00","ROS","Julie Barber","Y","20:00:00","06:30:00","2",21,"PC",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"659",2019-09-21,"10:40:00","ROS","Volunteer","Y","19:30:00","07:00:00","2",23,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"660",2019-09-24,"08:00:00","ROS","Sarah Grossman","Y","19:30:00","07:00:00","2",23,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"661",2019-09-26,"14:00:00","ROS","Sarah Grossman Claire Cook","Y","19:30:00","07:00:00","2",23,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"662",2019-09-28,"09:10:00","ROS","Volunteer","Y","19:30:00","07:00:00","2",23,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"663",2019-09-30,"11:30:00","ROS","Claire Cook","Y","19:30:00","07:00:00","2",23,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,2,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present","Present","Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"664",2019-10-02,"08:10:00","ROS","Sarah Grossman","Y","19:00:00","07:00:00","2",24,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"665",2019-10-03,"08:50:00","ROS","Claire Cook","Y","19:00:00","07:00:00","2",24,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"666",2019-10-05,"10:20:00","ROS","Volunteer","Y","19:00:00","07:00:00","2",24,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"667",2019-10-07,"08:50:00","ROS","Claire Cook","Y","19:00:00","07:00:00","2",24,"R",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present","Present","Present","Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"668",2019-10-09,"07:15:00","ROS","Sarah Grossman","Y","19:00:00","07:00:00","2",24,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,"Present","Present","Present","Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"669",2019-10-12,"10:00:00","ROS","Volunteer","Y","19:00:00","07:00:00","2",24,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"670",2019-10-14,"12:00:00","ROS","Claire Cook","Y","19:00:00","07:00:00","2",24,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"671",2019-10-16,"10:00:00","ROS","Claire Cook","Y","19:00:00","07:00:00","2",24,"R",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"672",2019-04-03,"16:00:00","GAR","Blair Paul",NA,"19:30:00","07:00:00","1",11.5,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"673",2019-04-04,"15:30:00","GAR","Andy Pavone",NA,"19:30:00","07:00:00","1",11.5,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"674",2019-04-05,"15:30:00","GAR",NA,NA,"20:00:00","06:30:00","1",10.5,NA,"N",NA,NA,"frozen","N",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",NA,NA,0,NA
"675",2019-04-06,"19:30:00","GAR","Blair Paul",NA,"20:00:00","06:30:00","1",10.5,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"676",2019-04-08,"15:30:00","GAR","Blair Paul, Andy Pavone",NA,"20:00:00","06:30:00","2",21,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"677",2019-04-10,"15:30:00","GAR","Blair Paul, Andy Pavone",NA,"20:00:00","06:30:00","2",21,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"678",2019-04-12,"15:30:00","GAR","Blair Paul, Andy Pavone",NA,"20:00:00","06:30:00","2",21,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"679",2019-04-14,"15:30:00","GAR","Kevin Cagey",NA,"20:00:00","06:30:00","2",21,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"680",2019-04-16,"15:30:00","GAR","Kevin Cagey",NA,"20:00:00","06:00:00","2",20,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"681",2019-04-19,"15:30:00","GAR","Blair Paul",NA,"20:00:00","06:00:00","3",30,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"682",2019-04-21,"15:30:00","GAR","Kevin Cagey",NA,"20:00:00","06:00:00","2",20,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"683",2019-04-23,"15:30:00","GAR","Blair Paul",NA,"20:00:00","06:00:00","2",20,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"684",2019-04-25,"15:30:00","GAR",NA,NA,"20:00:00","06:00:00","2",20,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"685",2019-04-26,"15:30:00","GAR","Blair Paul",NA,"20:00:00","06:00:00","1",10,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"686",2019-04-29,"15:30:00","GAR","Kevin Cagey",NA,"20:30:00","06:00:00","3",28.5,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"687",2019-04-30,"15:30:00","GAR","Blair Paul, Andy Pavone",NA,"20:30:00","06:00:00","1",9.5,NA,"N",NA,NA,"fresh","N",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",4,0.421052631578947,0.105263157894737,0.315789473684211
"688",2019-05-02,"14:30:00","GAR","Blair Paul, Andy Pavone",NA,"20:30:00","06:00:00","2",19,"Sunny, calm","N",NA,NA,"fresh","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"689",2019-05-03,"15:45:00","GAR","Blair Paul, Seth Books",NA,"20:30:00","06:00:00","1",9.5,"Sunny, calm","N",NA,NA,"fresh","N",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",1,0.105263157894737,0.105263157894737,0
"690",2019-05-04,"15:30:00","GAR","Blair Paul, Andy Pavone, Kevin Cagey",NA,"20:30:00","06:00:00","1",9.5,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
"691",2019-05-06,"15:30:00","GAR",NA,NA,"20:30:00","05:30:00","2",18,NA,"N",NA,NA,"frozen","N",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish",0,0,0,0
